Review,Star,Sentiment
"
Great menu, and wonderful selection of meat. The service is outstanding just like the food.",5,Positive
"
Best steak i’ve ever had",5,Positive
"
Loved the meal. The staff was helpful and considerate! They added to the positive experience! Thank you!",5,Positive
"
Good meat choices. Sides are good portions, unlike most places.",5,Positive
"
Eating here is an experience.
Our servers where amazing.
And the prime rib was fantastic",5,Positive
"
Impeccable service, probubly the best quality meat in the Twin Cities. I recomend the dry aged bone-in New York Strip!",5,Positive
"
The prime rib was the best I ever had!! Very neat looking restaurant on Nicollet. Staff was friendly and very knowledgeable about the menu. I will definitely be going back!!",5,Positive
"
Great new steak place. Best Filet Fignon I've ever had!",5,Positive
"
Dining at it’s very best start to finish.",5,Positive
"
In my opinion , best steak out there ..... Delmonico with bone marrow butter 🌟 💯",5,Positive
"
Had a great dinner, service was good. Prime rib is in my top 5 of all time. Highly recommend",5,Positive
"
We went a few weeks ago on a Friday night I believe. It was pretty quiet but the staff was amazing, food was really good, and we enjoyed our anniversary.",5,Positive
"
Great place, nice feel, great food and service",5,Positive
"
Great atmosphere, Chad our server was great and entertaining. Amazing cuts and drinks. Hope they stay open for a long long time.",5,Positive
"
Stunning service. Excellent food.",5,Positive
"
Absolutely BEST Steakhouse in town!  Everything from Food, Wine List and service is outstanding!",5,Positive
"
Great classic steak house. Visual presentation and explanation of steak choices was exceptional.",5,Positive
"
The Bartenders were exceptionally great. The service impeccable. Everything we ate was incredibly amazing
incredincredibldedelicious.",5,Positive
"
Simply excellent. The server, Jefferson, was great, the steak was cooked to perfection and dessert was amazing.",5,Positive
"
I ordered s rib-eye steak and it was delicious cooked to my liking",5,Positive
"
Amazing steaks and sides. Great staff and decor. Dare I say... right up there with the Capital Grille.",5,Positive
"
The food is tasty. It's high quality dinning. And good service.",5,Positive
"
First class, top rate place! Food is sublime and the service was impeccable. What else can you say?",5,Positive
"
I love how the food gets prepared",5,Positive
"
Flawless victory .. love it so much and inside is very beautiful was  along time ago but now I’m exiting as a customer until proving otherwise",5,Positive
"
The #1 steakhouse in Minneapolis for quality food and overall service!",5,Positive
"
The best steakhouse I've been to in Minnesota hands down.",5,Positive
"
The best steak we've ever had ! Great service as well",5,Positive
"
The best chophouse I've ever ate at
They made me steak perfectly",5,Positive
"
Everything was lovely. I enjoyed my 801 special martini.",5,Positive
"
Best steaks anywhere hands down! Super atmosphere😊",5,Positive
"
OUTSTANDING!!! Every single detail.",5,Positive
"
So good.",5,Positive
"
Fantastic steakhouse with great romantic ambiance.",5,Positive
"
Incredible experience, delicious food and excellent atmosphere",5,Positive
"
Great place, great food.",5,Positive
"
Great steak, seafood, drinks, service, and ambiance!",5,Positive
"
The best steak ever and service A++",5,Positive
"
the NEW best steakhouse in Minneapolis has arrived !",5,Positive
"
Hands down the best food in the Twin Cities.",5,Positive
