aspect,adjective,aspect_adj,predictions_overall,predictions_absa_pre
pastry,same,same pastry,Negative,Neutral
you,same,same you,Negative,Neutral
order,same,same order,Negative,Neutral
it,same,same it,Negative,Neutral
thing,same,same thing,Negative,Neutral
quality,same,same quality,Neutral,Neutral
issue,same,same issue,Negative,Neutral
time,same,same time,Negative,Neutral
glove,same,same glove,Negative,Neutral
price,same,same price,Negative,Neutral
order,same,same order,Negative,Neutral
price,same,same price,Neutral,Neutral
it,same,same it,Positive,Neutral
amount,same,same amount,Positive,Neutral
thing,same,same thing,Positive,Neutral
excuse,same,same excuse,Negative,Neutral
glove,same,same glove,Negative,Neutral
bread,salty,salty bread,Negative,Neutral
entree,salty,salty entree,Positive,Negative
de creme,salted,salted de creme,Positive,Neutral
dressing,salad,salad dressing,Negative,Neutral
experience,safe,safe experience,Positive,Positive
vibe,safe,safe vibe,Positive,Positive
this,safe,safe this,Negative,Positive
we,safe,safe we,Positive,Positive
i,sad,sad i,Negative,Negative
head,sad,sad head,Neutral,Neutral
cabin,rustic,rustic cabin,Positive,Negative
tan mess,runny,runny tan mess,Negative,Neutral
white,runny,runny white,Negative,Neutral
individual,rudest,rudest individual,Negative,Negative
thru guy,rude,rude thru guy,Negative,Negative
girl,rude,rude girl,Negative,Negative
staff,rude,rude staff,Negative,Negative
guy,rude,rude guy,Negative,Negative
he,rude,rude he,Negative,Negative
girl,rude,rude girl,Negative,Negative
they,rude,rude they,Negative,Negative
staff member,rude,rude staff member,Negative,Negative
staff,rude,rude staff,Negative,Negative
employee,rude,rude employee,Negative,Negative
lady,rude,rude lady,Negative,Negative
manager,rude,rude manager,Negative,Negative
customer service,rude,rude customer service,Negative,Negative
customer service,rude,rude customer service,Negative,Negative
man,rude,rude man,Negative,Negative
staff,rude,rude staff,Negative,Negative
anna suarez,rude,rude anna suarez,Negative,Negative
manager,rude,rude manager,Negative,Negative
food,rude,rude food,Negative,Negative
employee,rude,rude employee,Negative,Negative
staff,rude,rude staff,Negative,Negative
attitude,rude,rude attitude,Negative,Negative
worker,rude,rude worker,Negative,Negative
noodle,rubbery,rubbery noodle,Negative,Negative
mix,rounded,rounded mix,Positive,Neutral
neighborhood,rough,rough neighborhood,Positive,Negative
day,rough,rough day,Positive,Neutral
chicken,rotten,rotten chicken,Negative,Negative
restaurant,romantic,romantic restaurant,Positive,Positive
ambiance,romantic,romantic ambiance,Positive,Positive
machine,roasting,roasting machine,Negative,Neutral
company,roasting,roasting company,Positive,Neutral
facility,roasting,roasting facility,Positive,Neutral
flavor,roasted,roasted flavor,Positive,Neutral
bean,roasted,roasted bean,Positive,Neutral
coffee bean,roasted,roasted coffee bean,Positive,Neutral
brussel sprout,roasted,roasted brussel sprout,Positive,Neutral
order,right,right order,Negative,Neutral
order,right,right order,Negative,Neutral
order,right,right order,Positive,Neutral
coffee,right,right coffee,Negative,Positive
time,right,right time,Positive,Neutral
choice,right,right choice,Positive,Positive
espresso,right,right espresso,Positive,Positive
i,right,right i,Negative,Neutral
problem,right,right problem,Negative,Neutral
thing,right,right thing,Negative,Neutral
she,right,right she,Negative,Neutral
price,right,right price,Positive,Positive
they,right,right they,Positive,Positive
location,right,right location,Positive,Positive
they,right,right they,Neutral,Positive
amount,right,right amount,Positive,Positive
temperature,right,right temperature,Positive,Positive
amount,right,right amount,Positive,Positive
steak tartare,right,right steak tartare,Positive,Positive
they,right,right they,Positive,Positive
i,right,right i,Positive,Positive
they,right,right they,Positive,Positive
amount,ridiculous,ridiculous amount,Negative,Negative
that,ridiculous,ridiculous that,Negative,Negative
man,rich,rich man,Positive,Neutral
tea,rich,rich tea,Positive,Neutral
flavor,rich,rich flavor,Negative,Positive
cup,reusable,reusable cup,Neutral,Neutral
customer,returning,returning customer,Positive,Neutral
woman,respectful,respectful woman,Positive,Positive
she,respectful,respectful she,Positive,Positive
staff,respectful,respectful staff,Positive,Positive
transportation,reliable,reliable transportation,Negative,Positive
transportation,reliable,reliable transportation,Negative,Positive
ambience,relaxing,relaxing ambience,Positive,Positive
atmosphere,relaxed,relaxed atmosphere,Positive,Positive
environment,relaxed,relaxed environment,Positive,Positive
atmosphere,relaxed,relaxed atmosphere,Positive,Positive
bruger king,regural,regural bruger king,Positive,Negative
apple pic,regular,regular apple pic,Negative,Negative
coffee,regular,regular coffee,Negative,Negative
coffee,regular,regular coffee,Negative,Negative
patron,regular,regular patron,Negative,Negative
hamburger,regular,regular hamburger,Neutral,Negative
i,regular,regular i,Positive,Neutral
ribeye,regular,regular ribeye,Neutral,Negative
bean,refried,refried bean,Negative,Neutral
bean,refried,refried bean,Negative,Neutral
coffee,refreshing,refreshing coffee,Positive,Positive
update,reflect,reflect update,positive,Neutral
onion,red,red onion,Neutral,Neutral
lip,red,red lip,Neutral,Neutral
food,recommended,recommanded food,Positive,Positive
experience,recent,recent experience,Neutral,Neutral
visit,recent,recent visit,Negative,Neutral
month,recent,recent month,Negative,Neutral
experience,recent,recent experience,Positive,Neutral
visit,recent,recent visit,Positive,Neutral
visit,recent,recent visit,Neutral,Neutral
timeframe,reasonable,reasonable timeframe,Positive,Positive
price,reasonable,reasonable price,Positive,Positive
price,reasonable,reasonable price,Negative,Positive
price,reasonable,reasonable price,Neutral,Positive
pricing,reasonable,reasonable pricing,Positive,Positive
food,reasonable,reasonable food,Positive,Positive
atmosphere,reasonable,reasonable atmosphere,Positive,Positive
staff,reasonable,reasonable staff,Positive,Positive
price,reasonable,reasonable price,Positive,Positive
i,reasonable,reasonable i,Positive,Positive
price lol,reasonable,reasonable price lol,Neutral,Positive
taco,real,real taco,Positive,Positive
cook,real,real cook,Positive,Positive
steakhouse,real,real steakhouse,Positive,Positive
getto fill,real,real getto fill,Negative,Positive
employee,ready,ready employee,Negative,Positive
you,ready,ready you,Negative,Neutral
worker,ready,ready worker,Positive,Positive
staff,ready,ready staff,Positive,Positive
order,ready,ready order,Negative,Neutral
it,ready,ready it,Negative,Neutral
area,ready,ready area,Negative,Neutral
order,ready,ready order,Negative,Neutral
space,raw,raw space,Positive,Neutral
spinach,raw,raw spinach,Negative,Neutral
coffee shop,rated,rated coffee shop,Positive,Neutral
we,rare,rare we,Negative,Neutral
rib eye,rare,rare rib eye,Negative,Neutral
it,rare,rare it,Negative,Neutral
order,random,random order,Negative,Neutral
day,rainy,rainy day,Positive,Neutral
they,racist,racist they,Negative,Negative
place,quiet,quiet place,Positive,Positive
food,quiet,quiet food,Positive,Positive
lol,quicker,quicker lol,Positive,Neutral
service,quick,quick service,Positive,Positive
bite,quick,quick bite,Positive,Neutral
visit,quick,quick visit,Positive,Neutral
bite,quick,quick bite,Positive,Neutral
they,quick,quick they,Neutral,Positive
stop,quick,quick stop,Positive,Neutral
meeting,quick,quick meeting,Positive,Neutral
lunch,quick,quick lunch,Positive,Neutral
snack,quick,quick snack,Positive,Neutral
meeting,quick,quick meeting,Positive,Neutral
service,quick,quick service,Neutral,Positive
service,quick,quick service,Positive,Positive
service,quick,quick service,Positive,Positive
they,quick,quick they,Positive,Positive
service,quick,quick service,Positive,Positive
drive,quick,quick drive,Positive,Positive
thing,quick,quick thing,Positive,Positive
service,quick,quick service,Positive,Positive
place,quick,quick place,Neutral,Neutral
drive,quick,quick drive,Positive,Neutral
bite,quick,quick bite,Positive,Neutral
bite,quick,quick bite,Neutral,Neutral
service,quick,quick service,Positive,Positive
dinner pickup,quick,quick dinner pickup,Positive,Neutral
tea,quality,quality tea,Positive,Neutral
coffee,pure,pure coffee,Positive,Neutral
chain,psuedochick,psuedochick chain,Positive,Neutral
mask,protective,protective mask,Negative,Neutral
breakfast sandwich,proper,proper breakfast sandwich,Negative,Neutral
resource,proper,proper resource,Positive,Neutral
order,prompt,prompt order,Positive,Neutral
service,prompt,prompt service,Positive,Neutral
service,prompt,prompt service,Positive,Neutral
i,professional,professional i,Negative,Positive
thru lady,professional,professional thru lady,Positive,Positive
matter,professional,professional matter,Positive,Positive
people,professional,professional people,Positive,Positive
they,professional,professional they,Positive,Positive
worker,professional,professional worker,Negative,Positive
staff,professional,professional staff,Positive,Positive
quality place,professional,professional quality place,Negative,Positive
they,professional,professional they,Positive,Positive
bartender,professional,professional bartender,Positive,Positive
she,professional,professional she,Positive,Positive
_,professional,professional _,Positive,Positive
server,professional,professional server,Positive,Positive
staff,professional,professional staff,Positive,Positive
waiter,professional,professional waiter,Positive,Positive
he,professional,professional he,Positive,Positive
service,professional,professional service,Positive,Positive
lady,professional,professional lady,Positive,Positive
booth,private,private booth,Positive,Neutral
service,prime,prime service,Positive,Neutral
rib,prime,prime rib,Negative,Neutral
rib,prime,prime rib,Negative,Neutral
rib,prime,prime rib,Positive,Neutral
rib,prime,prime rib,Positive,Neutral
rib,prime,prime rib,Positive,Neutral
rib,prime,prime rib,Positive,Neutral
business,primary,primary business,Positive,Neutral
they,pricey,pricey they,Negative,Negative
drink,priced,priced drink,Positive,Negative
bug,priced,priced bug,Negative,Negative
food,priced,priced food,Positive,Negative
food,priced,priced food,Negative,Negative
business day,previous,previous business day,Negative,Neutral
visit,previous,previous visit,Negative,Neutral
review,previous,previous review,Negative,Neutral
order,previous,previous order,Negative,Neutral
experience,previous,previous experience,Positive,Neutral
visuals,pretty,pretty visuals,Positive,Positive
mcdonald,presentable,presentable mcdonald,Negative,Positive
coffee variety,present,present coffee variety,Positive,Positive
portland police,preccient,preccient portland police,Negative,Neutral
mics,powerful,powerful mics,Positive,Positive
setting,potential,potential setting,Negative,Neutral
store hour,posted,posted store hour,Negative,Neutral
experience,possible,possible experience,Positive,Neutral
it,possible,possible it,Negative,Neutral
laughter,positive,positive laughter,Positive,Positive
attitude,positive,positive attitude,Positive,Positive
experience,positive,positive experience,Positive,Positive
flavor,popular,popular flavor,Negative,Positive
service,poor,poor service,Negative,Negative
customer service,poor,poor customer service,Negative,Negative
restaurant,poor,poor restaurant,Negative,Negative
customer service,poor,poor customer service,Negative,Negative
service,poor,poor service,Negative,Negative
customer service,poor,poor customer service,Negative,Negative
management,poor,poor management,Negative,Negative
time management,poor,poor time management,Positive,Negative
service,poor,poor service,Negative,Negative
service,poor,poor service,Negative,Negative
service,poor,poor service,Negative,Negative
tail,pony,pony tail,Neutral,Neutral
staff,polite,polite staff,Positive,Positive
they,polite,polite they,Positive,Positive
staff,polite,polite staff,Positive,Positive
staff,polite,polite staff,Positive,Positive
staffer,polite,polite staffer,Negative,Positive
gentleman,polite,polite gentleman,Neutral,Positive
waitress,polite,polite waitress,Positive,Positive
staff,polite,polite staff,Positive,Positive
he,polite,polite he,Positive,Positive
person,polite,polite person,Positive,Positive
staff,polite,polite staff,Positive,Positive
service,polished,polished service,Positive,Positive
bluepoint oyster,poached,poached bluepoint oyster,Positive,Neutral
dining experience,pleasurable,pleasurable dining experience,Positive,Positive
atmosphere,pleased,pleased atmosphere,Positive,Positive
i,pleased,pleased i,Positive,Positive
staff toni,pleasant,pleasant staff toni,Positive,Positive
experience,pleasant,pleasant experience,Positive,Positive
